Time for Cap.1 (min);Ratio 350 nm / 330 nm for Cap.1 ;Time for Cap.1 (min);350 nm for Cap.1 ;Time for Cap.1 (min);330 nm for Cap.1 ;Time for Cap.2 (min);Ratio 350 nm / 330 nm for Cap.2 ;Time for Cap.2 (min);350 nm for Cap.2 ;Time for Cap.2 (min);330 nm for Cap.2 ;Time for Cap.3 (min);Ratio 350 nm / 330 nm for Cap.3 ;Time for Cap.3 (min);350 nm for Cap.3 ;Time for Cap.3 (min);330 nm for Cap.3 ;Time for Cap.4 (min);Ratio 350 nm / 330 nm for Cap.4 ;Time for Cap.4 (min);350 nm for Cap.4 ;Time for Cap.4 (min);330 nm for Cap.4 ;Time for Cap.5 (min);Ratio 350 nm / 330 nm for Cap.5 ;Time for Cap.5 (min);350 nm for Cap.5 ;Time for Cap.5 (min);330 nm for Cap.5 ;Time for Cap.6 (min);Ratio 350 nm / 330 nm for Cap.6 ;Time for Cap.6 (min);350 nm for Cap.6 ;Time for Cap.6 (min);330 nm for Cap.6 ;Time for Cap.7 (min);Ratio 350 nm / 330 nm for Cap.7 ;Time for Cap.7 (min);350 nm for Cap.7 ;Time for Cap.7 (min);330 nm for Cap.7 
321.3187;0.2559886;321.3187;903.6;321.3187;3529.845;321.3187;0.2541342;321.3187;461.61;321.3187;1816.402;321.3354;0.2692141;321.3354;97.965;321.3354;363.8925;321.3354;1.551784;321.3354;5715.292;321.3354;3683.048;321.3354;1.080328;321.3354;4517.842;321.3354;4181.917;321.352;0.9995618;321.352;3439.215;321.352;3440.722;321.352;1.390329;321.352;3055.478;321.352;2197.665
330.6687;0.256421;330.6687;905.49;330.6687;3531.262;330.6687;0.2545754;330.6687;462.2625;330.6687;1815.818;330.6687;0.2714755;330.6687;98.4825;330.6687;362.7675;330.652;1.553113;330.652;5719.072;330.652;3682.327;330.652;1.079296;330.652;4519.283;330.652;4187.25;330.652;0.9997844;330.652;3441.893;330.652;3442.635;330.652;1.389793;330.652;3060.427;330.652;2202.075
331.3187;0.2562982;331.3187;905.085;331.3187;3531.375;331.3187;0.2556414;331.3187;463.6575;331.3187;1813.703;331.3354;0.2697576;331.3354;97.92;331.3354;362.9925;331.3354;1.55314;331.3354;5717.632;331.3354;3681.337;331.3354;1.081565;331.3354;4522.433;331.3354;4181.377;331.352;1.000694;331.352;3438.653;331.352;3436.268;331.352;1.387891;331.352;3057.615;331.352;2203.065
340.6687;0.2552998;340.6687;902.8575;340.6687;3536.46;340.6687;0.2558656;340.6687;463.995;340.6687;1813.432;340.6687;0.2710541;340.6687;98.415;340.6687;363.0825;340.6687;1.555071;340.6687;5719.388;340.6687;3677.895;340.6687;1.080778;340.6687;4526.73;340.6687;4188.397;340.652;0.9992167;340.652;3444.097;340.652;3446.798;340.652;1.389863;340.652;3069.653;340.652;2208.6
341.3187;0.2565253;341.3187;905.76;341.3187;3530.88;341.3187;0.2544153;341.3187;462.195;341.3187;1816.695;341.3354;0.2723772;341.3354;98.6625;341.3354;362.2275;341.3354;1.553937;341.3354;5716.373;341.3354;3678.637;341.3354;1.080329;341.3354;4528.08;341.3354;4191.39;341.352;0.9986802;341.352;3439.147;341.352;3443.692;341.352;1.388302;341.352;3070.17;341.352;2211.458
350.6687;0.2556166;350.6687;903.42;350.6687;3534.278;350.6687;0.2553548;350.6687;463.5225;350.6687;1815.21;350.6687;0.2703036;350.6687;98.55;350.6687;364.59;350.6687;1.551617;350.6687;5713.875;350.6687;3682.53;350.6687;1.079558;350.6687;4526.888;350.6687;4193.28;350.6687;0.9994131;350.6687;3448.08;350.6687;3450.105;350.6687;1.387685;350.6687;3078.36;350.6687;2218.343
351.3187;0.2563748;351.3187;904.8825;351.3187;3529.53;351.3187;0.2539869;351.3187;461.5425;351.3187;1817.19;351.3354;0.2703005;351.3354;97.74;351.3354;361.5975;351.3354;1.553358;351.3354;5714.348;351.3354;3678.705;351.3354;1.08068;351.3354;4520.7;351.3354;4183.2;351.352;0.9993862;351.352;3443.647;351.352;3445.762;351.352;1.391929;351.352;3081.105;351.352;2213.55
360.6687;0.2563893;360.6687;905.805;360.6687;3532.927;360.6687;0.2554332;360.6687;464.3775;360.6687;1818;360.6687;0.2685128;360.6687;97.74;360.6687;364.005;360.6687;1.551677;360.6687;5715.495;360.6687;3683.43;360.6687;1.080019;360.6687;4527.945;360.6687;4192.47;360.6687;1.001366;360.6687;3447.675;360.6687;3442.972;360.6687;1.391225;360.6687;3085.492;360.6687;2217.825
361.3187;0.2563408;361.3187;905.5125;361.3187;3532.455;361.3354;0.2552817;361.3354;464.085;361.3354;1817.932;361.3354;0.2704196;361.3354;98.0325;361.3354;362.52;361.3354;1.557035;361.3354;5727.803;361.3354;3678.66;361.352;1.080085;361.352;4529.34;361.352;4193.505;361.352;1.00002;361.352;3449.835;361.352;3449.768;361.352;1.391101;361.352;3090.758;361.352;2221.808
370.652;0.2556484;370.652;904.815;370.652;3539.295;370.652;0.2546431;370.652;463.05;370.652;1818.427;370.652;0.2716594;370.652;98.3475;370.652;362.025;370.652;1.554325;370.652;5721.75;370.652;3681.18;370.652;1.080941;370.652;4535.145;370.652;4195.553;370.652;1.000306;370.652;3456.18;370.652;3455.123;370.652;1.39084;370.652;3101.445;370.652;2229.907
371.302;0.2566694;371.302;906.39;371.302;3531.353;371.3187;0.2549561;371.3187;463.5675;371.3187;1818.225;371.3187;0.2703255;371.3187;98.3025;371.3187;363.645;371.3187;1.552384;371.3187;5719.95;371.3187;3684.623;371.3354;1.081161;371.3354;4534.268;371.3354;4193.888;371.3354;1.001579;371.3354;3454.538;371.3354;3449.093;371.3354;1.391317;371.3354;3099.847;371.3354;2227.995
380.652;0.2561784;380.652;906.57;380.652;3538.823;380.652;0.2537853;380.652;462.3525;380.652;1821.825;380.652;0.270541;380.652;98.46;380.652;363.9375;380.652;1.554354;380.652;5731.65;380.652;3687.48;380.652;1.080482;380.652;4540.05;380.652;4201.875;380.652;1.001831;380.652;3459.24;380.652;3452.917;380.652;1.389076;380.652;3114.45;380.652;2242.103
381.302;0.256677;381.302;907.7625;381.302;3536.595;381.3187;0.2558589;381.3187;464.5125;381.3187;1815.502;381.3187;0.2711696;381.3187;98.28;381.3187;362.43;381.3187;1.553529;381.3187;5724.203;381.3187;3684.645;381.3354;1.080146;381.3354;4531.905;381.3354;4195.643;381.3354;0.999004;381.3354;3452.94;381.3354;3456.383;381.3354;1.38859;381.3354;3111.705;381.3354;2240.91
390.652;0.2562014;390.652;906.7725;390.652;3539.295;390.652;0.255256;390.652;464.67;390.652;1820.407;390.652;0.2739974;390.652;98.8425;390.652;360.7425;390.652;1.554575;390.652;5736.172;390.652;3689.865;390.652;1.08152;390.652;4542.368;390.652;4199.985;390.652;1.0005;390.652;3466.26;390.652;3464.528;390.652;1.392953;390.652;3127.5;390.652;2245.23
391.302;0.255729;391.302;906.165;391.302;3543.458;391.3187;0.2547822;391.3187;464.5125;391.3187;1823.175;391.3187;0.271489;391.3187;98.2125;391.3187;361.755;391.3187;1.550638;391.3187;5740.065;391.3187;3701.745;391.3354;1.081823;391.3354;4540.77;391.3354;4197.33;391.3354;1.001894;391.3354;3463.425;391.3354;3456.877;391.3354;1.390471;391.3354;3122.46;391.3354;2245.613
400.652;0.2564385;400.652;910.485;400.652;3550.5;400.652;0.2541414;400.652;462.8925;400.652;1821.397;400.652;0.2746431;400.652;99.99;400.652;364.0725;400.652;1.554069;400.652;5748.57;400.652;3699.045;400.652;1.080954;400.652;4546.17;400.652;4205.7;400.652;1.002253;400.652;3473.595;400.652;3465.788;400.652;1.393859;400.652;3140.73;400.652;2253.262
401.3187;0.2562848;401.3187;908.7975;401.3187;3546.045;401.3187;0.2553686;401.3187;465.03;401.3187;1821.015;401.3187;0.2716995;401.3187;98.955;401.3187;364.2075;401.3354;1.557146;401.3354;5755.118;401.3354;3695.94;401.3354;1.082356;401.3354;4549.118;401.3354;4202.978;401.3354;1.002364;401.3354;3473.28;401.3354;3465.09;401.352;1.389695;401.352;3139.133;401.352;2258.865
410.652;0.2568724;410.652;911.43;410.652;3548.183;410.652;0.254642;410.652;465.3225;410.652;1827.36;410.652;0.2716545;410.652;98.9325;410.652;364.185;410.652;1.553516;410.652;5758.897;410.652;3707.01;410.652;1.081131;410.652;4559.197;410.652;4217.063;410.652;1.000479;410.652;3476.903;410.652;3475.238;410.652;1.396721;410.652;3154.972;410.652;2258.843
411.3187;0.2563192;411.3187;911.0475;411.3187;3554.347;411.3187;0.2561404;411.3187;467.64;411.3187;1825.718;411.3187;0.2707806;411.3187;98.73;411.3187;364.6125;411.3354;1.553438;411.3354;5752.913;411.3354;3703.343;411.3354;1.080902;411.3354;4556.993;411.3354;4215.915;411.3354;1.003535;411.3354;3481.222;411.3354;3468.96;411.352;1.392917;411.352;3154.748;411.352;2264.85
420.652;0.2565374;420.652;912.735;420.652;3557.903;420.652;0.2544876;420.652;466.0425;420.652;1831.297;420.652;0.2696546;420.652;98.55;420.652;365.4675;420.652;1.552326;420.652;5751.833;420.652;3705.3;420.652;1.079857;420.652;4562.595;420.652;4225.185;420.652;1.002251;420.652;3486.982;420.652;3479.153;420.652;1.395909;420.652;3169.44;420.652;2270.52
421.3187;0.2575043;421.3187;914.715;421.3187;3552.232;421.3187;0.2562615;421.3187;468.0225;421.3187;1826.348;421.3187;0.2718107;421.3187;99.4725;421.3187;365.9625;421.3354;1.554783;421.3354;5758.245;421.3354;3703.567;421.3354;1.081096;421.3354;4563.72;421.3354;4221.382;421.3354;1.000718;421.3354;3482.415;421.3354;3479.917;421.352;1.397715;421.352;3173.445;421.352;2270.452
430.652;0.2563002;430.652;912.1275;430.652;3558.825;430.652;0.2551791;430.652;466.7175;430.652;1828.98;430.652;0.2733751;430.652;99.27;430.652;363.1275;430.652;1.555045;430.652;5766.525;430.652;3708.27;430.652;1.079963;430.652;4563.36;430.652;4225.478;430.652;1.00267;430.652;3489.39;430.652;3480.097;430.652;1.390778;430.652;3176.595;430.652;2284.042
431.3187;0.2572058;431.3187;913.95;431.3187;3553.38;431.3187;0.2546804;431.3187;466.47;431.3187;1831.59;431.3187;0.2685767;431.3187;98.0775;431.3187;365.175;431.3354;1.555319;431.3354;5760.72;431.3354;3703.883;431.3354;1.082277;431.3354;4564.98;431.3354;4217.94;431.3354;1.002785;431.3354;3492.157;431.3354;3482.46;431.352;1.396702;431.352;3186.607;431.352;2281.522
440.6687;0.2553512;440.6687;912.0825;440.6687;3571.875;440.652;0.2551909;440.652;466.785;440.652;1829.16;440.652;0.2724428;440.652;99.9;440.652;366.6825;440.652;1.556046;440.652;5762.678;440.652;3703.41;440.652;1.080837;440.652;4570.65;440.652;4228.808;440.652;1.002808;440.652;3495.038;440.652;3485.25;440.652;1.395797;440.652;3199.208;440.652;2292.03
441.3187;0.256397;441.3187;914.445;441.3187;3566.52;441.3187;0.2557248;441.3187;468.1125;441.3187;1830.532;441.3354;0.2740157;441.3354;100.0575;441.3354;365.1525;441.3354;1.552095;441.3354;5761.732;441.3354;3712.23;441.3354;1.082535;441.3354;4567.725;441.3354;4219.47;441.352;1.005141;441.352;3501.563;441.352;3483.653;441.352;1.395489;441.352;3199.32;441.352;2292.615
450.6687;0.2566409;450.6687;914.7375;450.6687;3564.27;450.6687;0.25561;450.6687;468.2475;450.6687;1831.882;450.6687;0.2761153;450.6687;100.6875;450.6687;364.6575;450.652;1.556057;450.652;5774.445;450.652;3710.948;450.652;1.081146;450.652;4573.103;450.652;4229.865;450.652;1.004237;450.652;3503.52;450.652;3488.738;450.652;1.396607;450.652;3215.363;450.652;2302.268
451.3187;0.2569717;451.3187;917.0325;451.3187;3568.613;451.3187;0.2566355;451.3187;469.26;451.3187;1828.507;451.3354;0.27006;451.3354;99.2025;451.3354;367.335;451.3354;1.554605;451.3354;5769.337;451.3354;3711.127;451.3354;1.080321;451.3354;4570.56;451.3354;4230.743;451.352;1.003423;451.352;3502.26;451.352;3490.313;451.352;1.39645;451.352;3212.55;451.352;2300.512
460.6687;0.257033;460.6687;917.685;460.6687;3570.3;460.6687;0.2555895;460.6687;469.4175;460.6687;1836.608;460.6687;0.2726826;460.6687;99.8775;460.6687;366.2775;460.6687;1.553707;460.6687;5768.978;460.6687;3713.04;460.652;1.078856;460.652;4573.147;460.652;4238.888;460.652;1.003283;460.652;3513.33;460.652;3501.833;460.652;1.398131;460.652;3232.147;460.652;2311.762
461.3187;0.2566738;461.3187;915.975;461.3187;3568.635;461.3187;0.2556432;461.3187;469.125;461.3187;1835.078;461.3354;0.2716795;461.3354;99.18;461.3354;365.0625;461.3354;1.556244;461.3354;5772.375;461.3354;3709.17;461.3354;1.078054;461.3354;4568.197;461.3354;4237.447;461.352;1.004014;461.352;3511.373;461.352;3497.333;461.352;1.3944;461.352;3231.742;461.352;2317.657
470.6687;0.2559921;470.6687;912.9375;470.6687;3566.272;470.6687;0.2549782;470.6687;467.595;470.6687;1833.863;470.6687;0.2715724;470.6687;99.5625;470.6687;366.615;470.6687;1.551432;470.6687;5773.027;470.6687;3721.095;470.6687;1.079915;470.6687;4579.897;470.6687;4240.98;470.6687;1.004957;470.6687;3517.087;470.6687;3499.74;470.6687;1.398377;470.6687;3249.518;470.6687;2323.778
471.3187;0.2567715;471.3187;914.8275;471.3187;3562.808;471.3187;0.2558844;471.3187;469.1475;471.3187;1833.435;471.3354;0.2709472;471.3354;99.315;471.3354;366.5475;471.3354;1.553262;471.3354;5774.175;471.3354;3717.45;471.352;1.082449;471.352;4579.223;471.352;4230.428;471.352;1.005488;471.352;3516.345;471.352;3497.153;471.352;1.399205;471.352;3248.955;471.352;2322
480.6687;0.2563739;480.6687;915.6375;480.6687;3571.492;480.6687;0.2561787;480.6687;470.4075;480.6687;1836.248;480.6687;0.2695092;480.6687;98.8425;480.6687;366.75;480.6687;1.55495;480.6687;5779.575;480.6687;3716.887;480.6687;1.080832;480.6687;4582.305;480.6687;4239.607;480.6687;1.003404;480.6687;3521.835;480.6687;3509.887;480.6687;1.398699;480.6687;3264.615;480.6687;2334.038
481.3187;0.2570093;481.3187;916.785;481.3187;3567.127;481.3354;0.2543617;481.3354;468.4275;481.3354;1841.58;481.3354;0.2743357;481.3354;100.125;481.3354;364.9725;481.3354;1.559352;481.3354;5783.692;481.3354;3709.035;481.352;1.08164;481.352;4585.095;481.352;4239.022;481.352;1.006251;481.352;3524.242;481.352;3502.35;481.352;1.399927;481.352;3269.97;481.352;2335.815
490.652;0.2566844;490.652;917.145;490.652;3573.045;490.652;0.2542582;490.652;468.8775;490.652;1844.1;490.652;0.2715309;490.652;99.81;490.652;367.5825;490.652;1.556985;490.652;5782.163;490.652;3713.692;490.652;1.081685;490.652;4586.917;490.652;4240.53;490.652;1.006508;490.652;3532.073;490.652;3509.235;490.652;1.399887;490.652;3282.885;490.652;2345.107
491.302;0.2561159;491.302;914.67;491.302;3571.313;491.3187;0.2543692;491.3187;466.9875;491.3187;1835.865;491.3187;0.2715467;491.3187;99.7425;491.3187;367.3125;491.3187;1.554324;491.3187;5781.06;491.3187;3719.34;491.3354;1.080693;491.3354;4586.94;491.3354;4244.445;491.3354;1.008274;491.3354;3531.532;491.3354;3502.552;491.3354;1.403334;491.3354;3291.885;491.3354;2345.76
500.652;0.2562428;500.652;917.5275;500.652;3580.695;500.652;0.2551008;500.652;469.8;500.652;1841.625;500.652;0.2720934;500.652;100.1025;500.652;367.8975;500.652;1.558175;500.652;5785.74;500.652;3713.153;500.652;1.080823;500.652;4588.2;500.652;4245.098;500.652;1.006066;500.652;3537.585;500.652;3516.255;500.652;1.401677;500.652;3305.25;500.652;2358.067
501.302;0.2565012;501.302;917.91;501.302;3578.58;501.3187;0.2555336;501.3187;470.6775;501.3187;1841.94;501.3187;0.2737043;501.3187;100.2825;501.3187;366.39;501.3187;1.55578;501.3187;5785.11;501.3187;3718.462;501.3354;1.08229;501.3354;4584.735;501.3354;4236.143;501.3354;1.00624;501.3354;3537.765;501.3354;3515.827;501.352;1.401123;501.352;3302.617;501.352;2357.123
510.652;0.2569368;510.652;919.6425;510.652;3579.255;510.652;0.255506;510.652;469.3275;510.652;1836.855;510.652;0.2718423;510.652;99.9;510.652;367.4925;510.652;1.552751;510.652;5782.478;510.652;3724.02;510.652;1.080204;510.652;4596.75;510.652;4255.447;510.652;1.007767;510.652;3543.907;510.652;3516.593;510.652;1.39996;510.652;3322.62;510.652;2373.367
511.3187;0.2575817;511.3187;920.3625;511.3187;3573.09;511.3187;0.2545537;511.3187;467.5725;511.3187;1836.833;511.3187;0.2696958;511.3187;99.36;511.3187;368.415;511.3354;1.558166;511.3354;5789.317;511.3354;3715.47;511.3354;1.081382;511.3354;4592.542;511.3354;4246.92;511.3354;1.006819;511.3354;3544.515;511.3354;3520.508;511.352;1.402883;511.352;3326.558;511.352;2371.23
520.652;0.2565464;520.652;919.665;520.652;3584.79;520.652;0.2569348;520.652;472.2525;520.652;1838.025;520.652;0.2717157;520.652;99.45;520.652;366.0075;520.652;1.555829;520.652;5784.908;520.652;3718.215;520.652;1.082134;520.652;4601.07;520.652;4251.848;520.652;1.006307;520.652;3546.72;520.652;3524.49;520.652;1.403356;520.652;3347.415;520.652;2385.292
521.3187;0.2573443;521.3187;918.09;521.3187;3567.555;521.3187;0.2546865;521.3187;468.9225;521.3187;1841.175;521.3187;0.2704291;521.3187;99.405;521.3187;367.5825;521.3353;1.557408;521.3353;5793.93;521.3353;3720.24;521.3353;1.080114;521.3353;4592.43;521.3353;4251.803;521.3353;1.007864;521.3353;3552.57;521.3353;3524.85;521.352;1.402346;521.352;3346.897;521.352;2386.643
530.6687;0.2574133;530.6687;920.925;530.6687;3577.613;530.652;0.2556586;530.652;470.925;530.652;1842.007;530.652;0.2716579;530.652;99.765;530.652;367.245;530.652;1.55426;530.652;5789.317;530.652;3724.808;530.652;1.081802;530.652;4600.192;530.652;4252.342;530.652;1.007885;530.652;3560.4;530.652;3532.545;530.652;1.402866;530.652;3367.867;530.652;2400.705
531.3187;0.2571012;531.3187;920.925;531.3187;3581.955;531.3187;0.255012;531.3187;469.3725;531.3187;1840.59;531.3353;0.2727495;531.3353;100.215;531.3353;367.425;531.3353;1.556761;531.3353;5785.605;531.3353;3716.438;531.3353;1.082811;531.3353;4599.877;531.3353;4248.09;531.352;1.007331;531.352;3555.383;531.352;3529.508;531.352;1.402606;531.352;3364.56;531.352;2398.792
540.6687;0.2565552;540.6687;920.2275;540.6687;3586.86;540.6687;0.2546433;540.6687;469.5075;540.6687;1843.785;540.652;0.2738803;540.652;100.575;540.652;367.2225;540.652;1.556528;540.652;5791.882;540.652;3721.028;540.652;1.082138;540.652;4608.877;540.652;4259.047;540.652;1.010102;540.652;3568.073;540.652;3532.387;540.652;1.406882;540.652;3393.653;540.652;2412.18
541.3187;0.2566603;541.3187;919.08;541.3187;3580.92;541.3187;0.2557682;541.3187;471.15;541.3187;1842.098;541.3353;0.2706979;541.3353;99.315;541.3353;366.885;541.3353;1.558712;541.3353;5794.47;541.3353;3717.472;541.3353;1.082594;541.3353;4603.635;541.3353;4252.41;541.352;1.007792;541.352;3564.923;541.352;3537.36;541.352;1.40865;541.352;3393.607;541.352;2409.12
550.6687;0.2576443;550.6687;922.905;550.6687;3582.09;550.6687;0.2559671;550.6687;471.24;550.6687;1841.017;550.6687;0.2722446;550.6687;100.3725;550.6687;368.685;550.6687;1.556806;550.6687;5793.48;550.6687;3721.387;550.6687;1.081383;550.6687;4608.337;550.6687;4261.522;550.652;1.007884;550.652;3575.363;550.652;3547.395;550.652;1.402897;550.652;3410.933;550.652;2431.35
551.3187;0.2585062;551.3187;926.01;551.3187;3582.157;551.3187;0.2561466;551.3187;472.5675;551.3187;1844.91;551.3353;0.2761322;551.3353;101.52;551.3353;367.65;551.3353;1.555355;551.3353;5789.655;551.3353;3722.4;551.3353;1.08387;551.3353;4605.547;551.3353;4249.17;551.352;1.010601;551.352;3573.495;551.352;3536.01;551.352;1.407563;551.352;3417.21;551.352;2427.75
560.6688;0.2571877;560.6688;921.2175;560.6688;3581.887;560.6688;0.2548993;560.6688;470.0025;560.6688;1843.875;560.6688;0.2752854;560.6688;101.475;560.6688;368.6175;560.6688;1.555675;560.6688;5790.285;560.6688;3722.04;560.6688;1.082414;560.6688;4602.915;560.6688;4252.455;560.6688;1.012135;560.6688;3582.495;560.6688;3539.542;560.6521;1.406979;560.6521;3439.282;560.6521;2444.445
561.3187;0.2569527;561.3187;920.925;561.3187;3584.025;561.3187;0.2554744;561.3187;471.195;561.3187;1844.392;561.3354;0.2692613;561.3354;99.315;561.3354;368.8425;561.3354;1.557009;561.3354;5792.13;561.3354;3720.038;561.3354;1.081975;561.3354;4605.772;561.3354;4256.82;561.3521;1.009813;561.3521;3577.252;561.3521;3542.49;561.3521;1.408726;561.3521;3439.305;561.3521;2441.43
570.6688;0.2573137;570.6688;923.6025;570.6688;3589.403;570.6688;0.2553129;570.6688;471.69;570.6688;1847.498;570.6688;0.271568;570.6688;100.1475;570.6688;368.775;570.6688;1.555837;570.6688;5798.272;570.6688;3726.788;570.6688;1.081295;570.6688;4611.127;570.6688;4264.447;570.6688;1.00898;570.6688;3587.377;570.6688;3555.45;570.6521;1.408331;570.6521;3466.732;570.6521;2461.59
571.3187;0.2577737;571.3187;924.975;571.3187;3588.323;571.3354;0.2556345;571.3354;472.635;571.3354;1848.87;571.3354;0.273657;571.3354;99.945;571.3354;365.22;571.3354;1.555009;571.3354;5791.095;571.3354;3724.155;571.3521;1.082789;571.3521;4612.748;571.3521;4260.06;571.3521;1.010894;571.3521;3589.042;571.3521;3550.365;571.3521;1.412485;571.3521;3466.597;571.3521;2454.255
580.6521;0.2577045;580.6521;925.3125;580.6521;3590.595;580.6521;0.2558463;580.6521;472.14;580.6521;1845.405;580.6521;0.2688297;580.6521;99.18;580.6521;368.9325;580.6521;1.555118;580.6521;5794.65;580.6521;3726.18;580.6521;1.082161;580.6521;4603.522;580.6521;4254.007;580.6521;1.013699;580.6521;3596.198;580.6521;3547.597;580.6521;1.414341;580.6521;3498.84;580.6521;2473.83
581.3021;0.2579343;581.3021;924.3675;581.3021;3583.732;581.3187;0.2560036;581.3187;471.8025;581.3187;1842.953;581.3187;0.2721167;581.3187;100.2825;581.3187;368.5275;581.3187;1.554643;581.3187;5795.257;581.3187;3727.71;581.3354;1.083429;581.3354;4609.89;581.3354;4254.908;581.3354;1.01096;581.3354;3594.465;581.3354;3555.495;581.3354;1.409953;581.3354;3496.613;581.3354;2479.95
590.6521;0.2576201;590.6521;924.4125;590.6521;3588.278;590.6521;0.2568101;590.6521;474.3;590.6521;1846.89;590.6521;0.2719448;590.6521;100.2375;590.6521;368.595;590.6521;1.553543;590.6521;5790.353;590.6521;3727.192;590.6521;1.082112;590.6521;4612.027;590.6521;4262.063;590.6521;1.013112;590.6521;3603.938;590.6521;3557.295;590.6521;1.412862;590.6521;3522.87;590.6521;2493.427
591.3021;0.2577336;591.3021;926.6175;591.3021;3595.252;591.3187;0.2566498;591.3187;472.8375;591.3187;1842.345;591.3187;0.2723051;591.3187;100.26;591.3187;368.19;591.3187;1.554149;591.3187;5791.32;591.3187;3726.36;591.3354;1.081815;591.3354;4607.527;591.3354;4259.07;591.3354;1.010336;591.3354;3600.292;591.3354;3563.46;591.3354;1.411554;591.3354;3525.008;591.3354;2497.252
600.6521;0.2581564;600.6521;927.7425;600.6521;3593.722;600.6521;0.2563937;600.6521;473.6925;600.6521;1847.52;600.6521;0.2706442;600.6521;99.9225;600.6521;369.2025;600.6521;1.55535;600.6521;5794.605;600.6521;3725.595;600.6521;1.080125;600.6521;4603.342;600.6521;4261.86;600.6521;1.01625;600.6521;3620.43;600.6521;3562.538;600.6521;1.417311;600.6521;3561.93;600.6521;2513.16
601.3187;0.2576868;601.3187;926.4375;601.3187;3595.208;601.3187;0.2552626;601.3187;471.195;601.3187;1845.922;601.3187;0.2729728;601.3187;100.0575;601.3187;366.5475;601.3354;1.554424;601.3354;5798.115;601.3354;3730.073;601.3354;1.08132;601.3354;4601.138;601.3354;4255.11;601.3354;1.015441;601.3354;3614.827;601.3354;3559.86;601.3521;1.413884;601.3521;3560.603;601.3521;2518.313
610.6521;0.2586015;610.6521;929.115;610.6521;3592.845;610.6521;0.2559051;610.6521;474.3675;610.6521;1853.685;610.6521;0.27311;610.6521;100.71;610.6521;368.7525;610.6521;1.555046;610.6521;5796.203;610.6521;3727.35;610.6521;1.08282;610.6521;4610.295;610.6521;4257.675;610.6521;1.0163;610.6521;3624.975;610.6521;3566.835;610.6521;1.416097;610.6521;3591.315;610.6521;2536.065
611.3187;0.2585339;611.3187;929.4075;611.3187;3594.915;611.3187;0.2564309;611.3187;473.265;611.3187;1845.585;611.3187;0.2715906;611.3187;100.1925;611.3187;368.91;611.3354;1.558941;611.3354;5803.74;611.3354;3722.873;611.3354;1.080248;611.3354;4601.993;611.3354;4260.127;611.3354;1.015726;611.3354;3627.292;611.3354;3571.133;611.3521;1.415488;611.3521;3591.202;611.3521;2537.077
620.6521;0.2579153;620.6521;929.6325;620.6521;3604.41;620.6521;0.2559601;620.6521;472.995;620.6521;1847.925;620.6521;0.2741179;620.6521;101.205;620.6521;369.2025;620.6521;1.557349;620.6521;5796.833;620.6521;3722.242;620.6521;1.082663;620.6521;4615.402;620.6521;4263.007;620.6521;1.014336;620.6521;3628.08;620.6521;3576.802;620.6521;1.415539;620.6521;3625.538;620.6521;2561.242
621.3187;0.2574366;621.3187;927.27;621.3187;3601.935;621.3187;0.2562325;621.3187;474.7725;621.3187;1852.897;621.3187;0.2722145;621.3187;100.98;621.3187;370.9575;621.3354;1.551856;621.3354;5795.797;621.3354;3734.752;621.3354;1.080191;621.3354;4605.277;621.3354;4263.39;621.3354;1.015418;621.3354;3635.01;621.3354;3579.817;621.3521;1.416067;621.3521;3628.485;621.3521;2562.367
630.6688;0.258871;630.6688;931.2075;630.6688;3597.188;630.6521;0.2569014;630.6521;476.145;630.6521;1853.415;630.6521;0.2701471;630.6521;100.0125;630.6521;370.215;630.6521;1.553867;630.6521;5791.77;630.6521;3727.327;630.6521;1.082887;630.6521;4611.263;630.6521;4258.305;630.6521;1.013945;630.6521;3638.317;630.6521;3588.278;630.6521;1.417333;630.6521;3660.525;630.6521;2582.685
631.3187;0.2585002;631.3187;929.7225;631.3187;3596.603;631.3187;0.2574566;631.3187;475.83;631.3187;1848.195;631.3354;0.2723389;631.3354;100.395;631.3354;368.64;631.3354;1.557378;631.3354;5799.6;631.3354;3723.952;631.3354;1.08191;631.3354;4611.51;631.3354;4262.377;631.3521;1.016331;631.3521;3643.425;631.3521;3584.88;631.3521;1.417429;631.3521;3663.292;631.3521;2584.462
640.6688;0.2592211;640.6688;933.9075;640.6688;3602.745;640.6688;0.2575794;640.6688;477.5175;640.6688;1853.865;640.6688;0.2685935;640.6688;99.945;640.6688;372.105;640.6521;1.556409;640.6521;5792.737;640.6521;3721.86;640.6521;1.080286;640.6521;4606.627;640.6521;4264.268;640.6521;1.0181;640.6521;3653.843;640.6521;3588.885;640.6521;1.419354;640.6521;3701.16;640.6521;2607.637
641.3187;0.2585654;641.3187;931.0275;641.3187;3600.742;641.3187;0.2580265;641.3187;478.2825;641.3187;1853.618;641.3354;0.2745564;641.3354;101.3175;641.3354;369.0225;641.3354;1.556526;641.3354;5792.715;641.3354;3721.567;641.3354;1.083727;641.3354;4613.107;641.3354;4256.708;641.3521;1.017671;641.3521;3650.265;641.3521;3586.883;641.3521;1.42075;641.3521;3702.308;641.3521;2605.883
